SKU_ID,C1,C2,C3,C4,trend
NU802536,1.168767709263905,0.9781715013200313,1.0541731247219648,1.105894542115288,-215.4502484423104
14571184,0.851988941623499,1.025191822001342,0.8020740409350251,1.3207355348626277,-225.63904477478414
RB038125,1.372133114924769,1.7677625129919592,0.7955306446689446,1.0920309325066566,-48.04327434294524
DS088381,1.0526514117138188,0.6379250298474894,0.6617586478986871,1.9554687786516307,-97.65153016567167
DS088459,1.106212054340546,0.9938554351947693,0.7292207482399579,1.4224764223853523,0.08666119605174692
DS095617,0.976028958746448,1.2712117124912785,0.7673469819957157,1.2647973931559275,2.593665336020893
2BK42310,0.9702353333765634,1.0047069751673465,1.0023514998104854,1.0226548976352603,1529.8340784646043
3CK01011,0.9595937254512192,1.0543089131091186,1.03465640915772,1.0639168401748496,-2216.9462217237715
BI000209,1.1728519006207008,0.7684376409339593,1.0903472545344384,0.9683761377154649,41.93980756343448
BI000217,1.1382949151175288,0.9990799008679894,1.0870019444457373,0.9426997043831685,92.0849038873884
TP002577,1.2259788560005174,0.7806008768449723,0.7741748015660612,1.367739445854973,31.83349871691913
RB400545,0.9258031093851475,1.6159574299298676,0.7395531347937829,0.7186329470870033,300.3347117901852
DS141659,0.8970711353213903,0.9302583670007681,0.8917009203512805,0.9483181530739201,-1.9639207512711703
DS086752,1.3538853473893984,0.5347241616017833,0.7098973405351627,1.5467491086470342,-0.06623135084199536
2CK05910,1.3171941609599682,0.9571375621785526,0.8284752654835547,0.8971503594149878,2007.1194361241223
3NK61910,1.2889120615544327,0.7332192910370918,1.4195413322357464,0.55832731043024,9.718214201755317e-12
TAR36576,0.9569482153050357,1.1967623527071332,0.9554834713398918,0.995035949411549,-96.54182437755796
TP204641,1.005236784069598,1.1286563828482339,0.8675463254419059,0.9434166870611324,15.524557991578586
TP108619,1.1301726160844436,0.9296495930217304,0.8805982580377535,1.0895868577281655,4.7125509199731885
1FU00013,1.4137504899625668,1.0200642645227556,1.2426714311226847,1.1465747632054915,4.7352043486070325
